,additional_information,street,agency_id,ages_served,borough,brief_description,building_floor_suite,city,free,genders_served,hours_friday,hours_monday,hours_saturday,hours_sunday,hours_thursday,hours_tuesday,hours_wednesday,intake,low_cost,medicaid,medicare,other_insurances,phone_number,required_documents,site_id,site_languages,site_name,sliding_fee,state,website,zip_code
393,,3510 Johnson Avenue,Montefiore Medical Center,21 and over.,Bronx,,,BRONX,False,,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,CLOSED,CLOSED,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,Walk-ins welcome,False,,,,(718) 601-8205,Personal ID is not required but may allow quicker access to services.,155,,Montefiore Riverdale Clinic,Yes,NY,,10463
394,,1095 Flatbush Avenue,Brookdale University Hospital and Medical Center,,Brooklyn,,,BROOKLYN,False,,,,,,,,,,False,,,,(718) 240-8800,,31,,Brookdale Family Care Center - Flatbush,,NY,http://www.brookdalehospital.org/facilities/family-care-centers/bfcc-flatbush.html,11226
395,,2475 Saint Raymonds Avenue,New York Westchester Square Medical Center,,Bronx,,,BRONX,False,,,,,,,,,,False,,,,(718) 430-7300,,400,,New York Westchester Square Medical Center,,NY,,10461
396,,2640 Pitkin Ave,Housing Works Housing Works,Under 14 years - Parental Consent Necessary,Brooklyn,Community Based Organization offering HIV testing and other medical services. Information subject to change. Please call ahead.,,Brooklyn,True,All,9:00 AM- 5:00 PM,9:00 AM- 5:00 PM,,,9:00 AM- 5:00 PM,9:00 AM- 5:00 PM,9:00 AM- 5:00 PM,Walk-ins welcome,False,,,,718-827-8700,,783,Spanish + Phone Translations are available,East New York Community Health Center,,NY,,
397,,416 West 127th Street,Heritage Health and Housing,,Manhattan,,,NEW YORK,False,,,,,,,,,,False,,,,(212) 866-2600,,371,,Heritage Health and Housing,,NY,,10027
398,Medicaid is accepted as full payment; Uninsured may receive care at little or no cost depending on income; Medicare and other insurance plans will be contacted for payment approval and may require patient to cover costs.,1225 Gerard Avenue,HHC Morrisania Diagnostic and Treatment Center,,Bronx,,,BRONX,True,,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,CLOSED,CLOSED,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,Appointment required,True,Yes,Yes,"Some insurances accepted, copay may be applied",(718) 960-2777,,168,,HHC Morrisania Diagnostic and Treatment Center,Yes,NY,http://www.nyc.gov/html/hhc/html/about/About-HospServices-PrimaryPre-Morrisania.shtml,10452
400,,3448 Boston Road,Montefiore Medical Center,,Bronx,,,BRONX,False,,,,,,,,,,False,,,,(718) 547-6111,,160,,Montefiore Williamsbridge Family Practice,,NY,,10469
401,,804 East 138th Street,Albert Einstein College of Medicine,18 and over.,Bronx,,,BRONX,False,,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,8:30 AM - 11:30 AM,CLOSED,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,6:00 AM - 7:00 PM,Walk-ins welcome,False,,,,(718) 665-7500,Personal ID is not required but may allow quicker access to services.,11,,AECOM Wellness Center at Port Morris,Yes,NY,http://www.einstein.yu.edu/departments/psychiatry-behavioral-sciences/dosa.aspx?id=4708,10454
402,,,NYC DOHMH,,Staten Island,,,,False,,,,,,,,,,False,,,,,,834,,Gotham Center-Staten Island,,,,
404,,821-7 East 233rd Street,Soundview,13 and over. Parental consent not required.,Bronx,,,BRONX,False,,8:30 AM - 5:30 PM,8:30 AM - 5:30 PM,8:30 AM - 1:00 PM,CLOSED,8:30 AM - 8:30 PM,8:30 AM - 8:30 PM,8:30 AM - 8:30 PM,Walk-ins welcome,False,,,,(718) 547-4574,Personal ID is not required but may allow quicker access to services.,655,,Soundview Delany Sisters Medical Center,Yes,NY,,10466
405,,613 Throop Avenue,SUNY Downstate Medical Center Suny Downstate Medical Center,13 to 24. Parental consent not required.,Brooklyn,,Ground Floor,BROOKLYN,True,,9:00 AM - 5:00 PM,1:00 PM - 5:00 PM,CLOSED,CLOSED,CLOSED,1:00 PM - 5:00 PM,CLOSED,Appointment required,False,,,,(718) 602-6200,Personal ID is not required but may allow quicker access to services.,212,,SUNY Downstate Medical Center - HEAT Program - Faces Network - Throop Avenue,,NY,,11233
406,,81 West 115th Street,Community Healthcare Network,13 and over.,Manhattan,Community Health Center offering HIV testing and other medical services. Information subject to change. Please call ahead.,,NEW YORK,True,All,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 4:00PM,CLOSED,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 7:00PM,Walk-ins welcome,True,,,,(212)-426-0088,"Photo ID or similar documentation like paystub necessary. Proof of address, proof of income, list of medicines, past health records preferred",67,"English, Spanish, For more than 150 other languages using the Language Line, a live telephone translation service.",Community Healthcare Network - Helen B Atkinson Health Center,Yes,NY,http://www.chnnyc.org/our-locations/helen-b-atkinson-health-center,10026
408,,,NYC DOHMH,,Queens,,,,False,,,,,,,,,,False,,,,,,832,,Gotham Center-Queens,,,,
409,,,National Black Leadership Commission on AIDS,,Staten Island,,,,False,,,,,,,,,,False,,,,,,831,,NBLCA- Staten Island,,,,
410,,1621 Eastchester Road,Montefiore Medical Center,,Bronx,,2nd Floor,BRONX,False,,,,,,,,,,False,,,,(718) 405-8040,,147,,Montefiore Comprehensive Family Care Center - Eastchester,,NY,,10461
411,,475 Seaview Ave,North Shore LIJ,,Staten Island,,,STATEN ISLAND,False,,,,,,,,,,False,,,,(718) 226-9000,,431,,Staten Island University Hospital,,NY,,10305
413,,2027 Strauss St.,Purpose for Life,,Brooklyn,,,BROOKLYN,False,,,,,,,,,,False,,,,,,715,,Purpose for Life,,NY,,11212
414,,137-50 Jamaica Ave,Damian Family Health Centers,,Queens,,,Jamaica,False,,,,,,,,,,False,,,,(718)298-5100,,774,,Damian Family Care Centers,,NY,www.damianfcc.org/,11435
415,,209 Joralemon St,Brooklyn Borough Hall,,Brooklyn,,,BROOKLYN,False,,9:00AM - 5:00PM,9:00AM - 5:00PM,,,9:00AM - 5:00PM,9:00AM - 5:00PM,9:00AM - 5:00PM,,False,,,,(718) 802-3700,,758,,Brooklyn Borough Hall,,NY,http://brooklyn-usa.org/,11201
417,,125 Worth Street,HHC Central,,Manhattan,,,NEW YORK,False,,,,,,,,,,False,,,,(212) 442-3853,,525,,HHC Central,,NY,,10013
418,,801 Amsterdam Avenue,William F. Ryan Community Health Network,,Manhattan,,,NEW YORK,False,,8:30 am - 4:30 pm,8:30 am - 7:00 pm,9:30 am- 1:00 pm,,8:30 am - 7:00 pm,8:30 am - 4:30 pm,8:30 am - 4:30 pm,,True,,,,212-316-8300,Photo ID is required.,519,,Ryan Women and Children's Center,,NY,http://www.ryancenter.org/find.htm,10025
419,,760 East 160th Street,Argus Community,,Bronx,,,BRONX,False,,,,,,,,,,False,,,,,,660,,Argus Community,,NY,http://www.arguscommunity.org/,
420,,"446 West 33rd Street,",GMHC,,Manhattan,,,NEW YORK,False,,,,,,,,,,False,,,,,,614,,Gay Mens Health Crisis,,NY,,10001
421,,4196 Park Avenue,Promesa,15 and over. Parental consent not required.,Bronx,,,BRONX,True,,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,CLOSED,CLOSED,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,Walk-ins welcome,False,,,,(718) 466-1574,Personal ID is not required but may allow quicker access to services.,192,Spanish,Promesa Park Avenue Family Health Center,,NY,,10457
422,,57 Willoughby St,Housing Works Housing Works,18 and over,Brooklyn,Community Based Organization offering HIV testing and other medical services. Information subject to change. Please call ahead.,Basement,BROOKLYN,True,All,10:00 AM- 4:00 PM,10:00 AM- 4:00 PM,,,10:00 AM- 4:00 PM,10:00 AM- 4:00 PM,10:00 AM- 4:00 PM,Walk-ins welcome,False,,,,(347)-473-7400,no,376,Spanish,Housing Works,,NY,,11201
423,,,New York State Health Department,,Manhattan,,,,False,,,,,,,,,,False,,,,,,816,,Manhattan Coalition,,,,
424,,89-56 162nd Street,Damian Family Health Centers,,Queens,,,Jamaica,False,,,,,,,,,,False,,,,(347)505-7000,,775,,Damian Family Care Ceters - Firehouse Health Center,,NY,,11432
425,,3230 Bainbridge Avenue,Montefiore Medical Center,,Bronx,,,BRONX,False,,,,,,,,,,False,,,,718-882-5482,,764,,The Oval Center at Montefiore,,NY,http://www.montefiore.org/std,10467
426,,"22-15 43rd Avenue Long Island City, NY 11101-3852",Steinway Child and Family Services,,Queens,,,LONG ISLAND CITY,False,,,,,,,,,,False,,,,718-389-5100,,627,,Steinway Child and Family Services,,NY,http://www.steinway.org/,11101
427,,259 Bristol Street,Brownsville Multi-Service Family Health Center,18 and over.,Brooklyn,Community Health Center offering HIV testing and other medical services. Information subject to change. Please call ahead.,,BROOKLYN,False,All,8:30 AM - 4:30 PM,8:30 AM - 4:30 PM,CLOSED,CLOSED,8:30 AM - 7:00 PM,8:30 AM - 4:30 PM,8:30 AM - 4:30 PM,Walk-ins welcome,True,Yes,Yes,"Most insurances accepted, copay may be applied",(718) 345-5000 ext. 4719,Photo ID and proof of address. Documentation for payment may be required.,43,"English, Spanish, Haitian Creole",Brownsville Multi-Service Family Health Center - Institute for Speciality and Integrative Services,Yes,NY,www.bmsfhc.wix.com/bms-family-health,11212
428,,34 Spring Street,HHC Judson Health Center,,Manhattan,,,NEW YORK,False,,,,,,,,,,False,,,,(212) 925 - 5000,,297,,HHC Judson Health Center,,NY,,10012
430,,574 Madison Street,Cornerstone Baptist Church,,Brooklyn,,,BROOKLYN,False,,,,,,,,,,False,,,,(718) 574-5900,,706,,Cornerstone Baptist Church,,NY,,11221
431,,94-20 Guy R Brewer Blvd,The City University of New York,,Queens,,,JAMAICA,False,,,,,,,,,,False,,,,(718) 262-2000,,595,,York College,,NY,https://www.york.cuny.edu/,11451
432,,975 Westchester Avenue,Community Healthcare Network,13 and over,Bronx,Community Health Center offering HIV testing and other medical services. Information subject to change. Please call ahead.,,BRONX,True,All,9:00AM - 5:00PM,9:00AM - 6:00PM,8:30AM - 3:30PM,CLOSED,9:00AM - 7:00PM,9:00AM - 5:00PM,10:00AM - 6:00PM,Walk-ins welcome,True,,,,(718) 320-4466,"Photo ID or similar documentation like paystub necessary. Proof of address, proof of income, list of medicines, past health records preferred",60,"English, Spanish, For more than 150 other languages using the Language Line, a live telephone translation service.",Community Healthcare Network - Bronx Health Center,Yes,NY,http://www.chnnyc.org/our-locations/bronx-health-center,10459
433,,"25-10, 30th Avenue",Mount Sinai Health System,,Queens,,,LONG ISLAND CITY,False,,,,,,,,,,False,,,,718-289-3100,,550,,Mount Sinai - Queens,,NY,http://www.mshq.org/,11102
435,,1600 Macombs Road,Help/PSI Primary Care Services,18 and over.,Bronx,,,BRONX,False,,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,CLOSED,CLOSED,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,,False,,,,(718) 298-5100,Personal ID is not required but may allow quicker access to services.,189,,Project Samartian Health Services - Starhill Facility,Yes,NY,,10452
437,,403 East 160th St.,African Diaspora Unity of Global Ambassadors of Goodwill,,Bronx,,,BRONX,False,,,,,,,,,,False,,,,(347) 758-7478,,317,,Africa Diaspora Unity of Global Ambassadors of Goodwill,,NY,,10451
438,,260 East 161st Street,Albert Einstein College of Medicine,18 and over.,Bronx,,Level C,BRONX,False,,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00 AM - 11:30 AM,CLOSED,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,Walk-ins welcome,False,,,,(718) 993-3397,Personal ID is not required but may allow quicker access to services.,8,,AECOM Melrose Clinic,Yes,NY,http://www.einstein.yu.edu/departments/psychiatry-behavioral-sciences/dosa.aspx?id=4708,10451
439,,475 Atlantic Avenue,AIDS Healthcare Foundation,13 and over.,Brooklyn,Community Based Organization offering HIV testing and otheservices. Information subject to change. Please call ahead.,,BROOKLYN,True,All,10:00AM- 7:00 PM,10:00AM- 7:00 PM,10:00AM- 7:00 PM,CLOSED,10:00AM- 7:00 PM,10:00AM- 7:00 PM,10:00AM- 7:00 PM,Walk-ins welcome,False,,,,718-637-2955,,323,"English, Spanish",AIDS Healthcare Foundation-Out of the Closet,,NY,http://www.aidshealth.org/#/,11217
440,,200 Varick Street,Project Renewal,,Manhattan,,9th Floor,Manhattan,False,,,,,,,,,,False,,,,,,414,,Project Renewal,,NY,,10014
442,,890 Prospect Avenue,Montefiore Medical Center,13 and over.,Bronx,,,BRONX,True,,1:30 PM - 5:00 PM,8:30 AM - 7:30 PM,9:00 AM - 2:00 PM,CLOSED,8:30 AM - 7:30 PM,8:30 AM - 7:30 PM,8:30 AM - 7:30 PM,Appointment preferred,False,,,,(718) 991-0605,Photo ID is required.,46,,Center for Child Health Resiliency,,NY,,10459
443,,215 West 125th Street,NYC DOHMH,,Manhattan,,,NEW YORK,False,,,,,,,,,,False,,,,(212) 932-6500,,196,,Renaissance Health Care Network Diagnostic and Treatment Center,,NY,,10027
444,,17 East 102nd Street,Mount Sinai Health System,18 and over.,Manhattan,,,NEW YORK,True,,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,CLOSED,CLOSED,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,Appointment preferred,False,,,,(212) 241-7968,,650,,Mount Sinai Hospital Jack Martin Fund Clinic,,NY,http://www.mountsinai.org,10029
445,,212 Tompkins Avenue,Mt. Pisgah Baptist Church,,Brooklyn,,,BROOKLYN,False,,,,,,,,,,False,,,,(718) 388-3900,,390,,Mt. Pisgah Baptist Church,,NY,,11216
446,,,NYC DOHMH,,Brooklyn,,,,False,,,,,,,,,,False,,,,,,833,,Gotham Center-Brooklyn,,,,
447,,209-70 112th Ave.,Our Lady of Charity,,Queens,,,QUEENS,False,,,,,,,,,,False,,,,,,699,,Our Lady of Charity,,NY,,11429
448,,3444 Kossuth Avenue,Montefiore Medical Center,0-21 years. Parental consent not required for ages 13 and over.,Bronx,,3rd Floor,BRONX,False,,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,CLOSED,CLOSED,8:30 AM - 5:00 PM,8:30 AM - 7:00 PM,8:30 AM - 7:00 PM,Walk-ins welcome,False,,,,(718) 920-2273,Personal ID is not required but may allow quicker access to services.,150,,Montefiore Family Care Center - Kossuth Ave,Yes,NY,,10467
449,,3414 Church Avenue,NYU Lutheran Medical Center,13 and over. Parental consent not required.,Brooklyn,,,BROOKLYN,True,,8:00 AM -8:00 PM,8:00 AM -8:00 PM,8:00 AM - 4:00 PM,CLOSED,8:00 AM -8:00 PM,8:00 AM -8:00 PM,8:00 AM -8:00 PM,Walk-ins welcome,False,,,,(718) 630-2197,Personal ID not required.,126,,Lutheran Medical Center - Caribbean - American Family Health Center,,NY,,11203
450,,1764 Randall Avenue,Albert Einstein College of Medicine,18 and over.,Bronx,,,BRONX,False,,6:30 AM - 2:30 PM,6:30 AM - 2:30 PM,8:00 AM - 11:30 AM,CLOSED,6:30 AM - 2:30 PM,6:30 AM - 2:30 PM,6:30 AM - 2:30 PM,Walk-ins welcome,False,,,,(718) 542-4100,Personal ID is not required but may allow quicker access to services.,637,,AECOM Soundview Clinic,Yes,NY,,10473
451,,1600 Central Avenue,Safe Space,,Queens,,,FAR ROCKAWAY,False,,,,,,,,,,False,,,,718-471-6818,,600,,Safe Space Far Rockaway,,NY,,11691
452,,89-74 162nd Street,Sheltering Arms-Safe Space NYC,,Queens,,4th Fl.,JAMAICA,False,,,,,,,,,,False,,,,718.526.2400,,580,,Sheltering Arms-Safe Space NYC,,NY,,11432
453,,2155 University Avenue,Bronx Community College,,Bronx,,,BRONX,False,,,,,,,,,,False,,,,(718) 289-5100,,468,,Bronx Community College,,NY,http://www.bcc.cuny.edu/,10453
455,,324 East 149th Street,Narco Freedom,13 and over. Parental consent not required.,Bronx,Community Health Center offering HIV testing and other medical services. Information subject to change. Please call ahead.,,BRONX,True,,CLOSED,8:00 AM - 2:30 PM,CLOSED,CLOSED,8:00 AM - 2:30 PM,8:00 AM - 2:30 PM,8:00 AM - 2:30 PM,Walk-ins welcome,False,,,,(718) 665-4300,Photo ID,175,"English, Spanish",Narco Freedom - East 149th St.,,NY,http://www.narcofreedom.com/,10451
456,,1515 Southern Boulevard,Urban Health Plan,18 and over.,Bronx,,,BRONX,False,,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,9:00 AM- 1:00 PM,CLOSED,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,8:00 AM - 6:00 PM,Walk-ins welcome,False,,,,(718) 589-1600,"Photo ID and insurance card are required. If uninsured, sliding fee scale is available.",230,,Urban Health Plan Plaza Del Castillo Health Center,Yes,NY,http://www.urbanhealthplan.org/content/plaza-del-castillo-health-center,10460
457,,760 Parkside Avenue,SUNY Downstate Medical Center Suny Downstate Medical Center,13 to 24. Parental consent not required.,Brooklyn,,Room 308,BROOKLYN,True,,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,CLOSED,CLOSED,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,Appointment preferred,False,,,,(718) 467-4446,Personal ID is not required but may allow quicker access to services.,211,,SUNY Downstate Medical Center - HEAT Program - Faces Network - Parkside Avenue,,NY,,11226
458,,825 E. 233rd Street,Morris Heights Health Center,,Bronx,,,BRONX,False,,10:00AM - 5:00PM,8:00AM - 7:00PM,9:00AM - 3:00PM,CLOSED,8:00AM - 7:00PM,8:00AM - 5:00PM,8:00AM - 7:00PM,,False,,,,(347) 418-3300,,165,,MHHC 223rd St.,,NY,http://www.mhhc.org/locations/mhhc-233rd-street/,10466
459,,477-479 Willis Ave.,Narco Freedom,,Bronx,,,BRONX,False,,,,,,,,,,False,,,,,,392,,Narco Freedom - Willis Ave.,,NY,,10455
460,,56 7th Avenue,The Center,,Manhattan,,,NEW YORK,False,,,,,,,,,Walk-ins welcome,False,,,,212-255-6100,,759,"English, Spanish",Elm Drugs,,NY,http://www.elmdrugs.com/,10011
461,Medicaid is accepted as full payment; Uninsured may receive care at little or no cost depending on income; Medicare and other insurance plans will be contacted for payment approval and may require patient to cover costs.,234 East 149th Street,HHC Lincoln Medical and Mental Health Center,,Bronx,,,BRONX,True,,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,,True,Yes,Yes,"Some insurances accepted, copay may be applied",(718) 579-5000,,122,,HHC Lincoln Medical and Mental Health Center,Yes,NY,http://www.nyc.gov/html/hhc/lincoln/html/home/home.shtml,10451
462,,390 W 114th Street,Mount Sinai Health System,18 and older,Manhattan,,3rd Floor,NEW YORK,True,All,9:00am-4:30pm,9:00am-4:30pm,CLOSED,CLOSED,11:00am-6:30pm,9:00am-4:30pm,9:00am-4:30pm,Walk-ins welcome,False,,,"Some insurances accepted, copay may be applied",(212) 523-6500,None,219,English and Spanish,The Spencer Cox Center for Health - Morningside Clinic,,NY,,10025
464,,,New York State Health Department,,Queens,,,,False,,,,,,,,,,False,,,,,,819,,Queens Coalition,,,,
465,,121 Dekalb Ave.,Brooklyn Hospital Center,13 and over. Parental consent not required.,Brooklyn,Hospital offering HIV testing and other medical services. Information subject to change. Please call ahead.,,BROOKLYN,True,All,9:00 AM - 4:00 PM,9:00 AM - 4:00 PM,CLOSED,CLOSED,9:00 AM - 4:00 PM,9:00 AM - 4:00 PM,9:00 AM - 4:00 PM,Walk-ins welcome,False,,,,(718) 250-6552,,38,"English, Spanish, Haitian Creole, Bangla",Brooklyn Hospital Center - Path Center - Dekalb,,NY,www.tbh.org,11201
466,,116-30 Sutphin Boulevard,"Queens Village Committee for Mental Health, J-CAP",,Queens,,1st Floor,QUEENS,False,,,,,,,,,,False,,,,(718) 658-2464,,195,,"Queens Village Committee for Mental Health, J-CAP",,NY,,11434
467,,770 Glenmore Ave.,Christ the Rock World Restoration International Church,,Brooklyn,,,BROOKLYN,False,,,,,,,,,,False,,,,,,717,,Christ the Rock World Restoration International Church,,NY,,11208
468,,585 Schenectady Avenue,Kingsbrook Jewish Medical Center,13 and over. Parental consent not required.,Brooklyn,Hospital offering HIV testing and other medical services. Information subject to change. Please call ahead.,Counselor is in Emergency Department,BROOKLYN,False,All,8:30 AM - 12:00 PM,8:30 AM - 12:00 PM,CLOSED,CLOSED,8:30 AM - 12:00 PM,8:30 AM - 12:00 PM,8:30 AM - 12:00 PM,Appointment preferred,False,Yes,Yes,"Most insurances accepted, copay may be applied",(718) 604-5767,Personal ID is required.,118,"Spanish, Interpreters available for other languages",Kingsbrook Jewish Medical Center,,NY,,11203
469,Medicaid is accepted as full payment; Uninsured may receive care at little or no cost depending on income; Medicare and other insurance plans will be contacted for payment approval and may require patient to cover costs.,462 First Avenue,HHC Bellevue Hospital Center,,Manhattan,,,NEW YORK,True,,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,,True,Yes,Yes,"Some insurances accepted, copay may be applied",(212) 562-4141,,290,,HHC Bellevue Hospital Center,Yes,NY,http://www.nyc.gov/html/hhc/bellevue/html/home/home.shtml,10016
470,,465 New Lots Avenue,Brookdale University Hospital and Medical Center,,Brooklyn,,,BROOKLYN,False,,,,,,,,,,False,,,,(718) 240-8950,,34,,Brookdale Family Care Center - New Lots,,NY,http://www.brookdalehospital.org/facilities/family-care-centers/bfcc-new-lots.html,11207
471,,21-41 45th Road,Planned Parenthood-New York City Chapter,,Queens,,,Long Island City,False,,,,,,,,,,False,,,,212-965-7000,,813,,Planned Parenthood Diane L. Max Health Center (Queens),,NY,https://www.plannedparenthood.org/health-center/new-york/queens/11101/diane-l.-max-health-center-4184-91110,11101
473,,552 Southern Boulevard,Health People,13 and over. Parental consent not required.,Bronx,,,BRONX,False,,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,Walk-ins welcome,False,,,,(718) 585-8585,Personal ID is not required but may allow quicker access to services.,94,,Health People,Yes,NY,,10455
474,,303 9th Avenue,NYC DOHMH STD Control,,Manhattan,,,NEW YORK,False,,,,,,,,,,False,,,,,,49,,Chelsea STD Clinic **CLOSED AS OF 3/23**,,NY,,10001
475,,2900 Bedford Avenue,Brooklyn College,,Brooklyn,,,BROOKLYN,False,,,,,,,,,,False,,,,(718) 951-5000,,760,,Brooklyn College,,NY,http://www.brooklyn.cuny.edu/web/home.php,11210
476,,1381 University Avenue,Help/PSI Primary Care Services,13 and over. Parental consent not required.,Bronx,,,BRONX,False,,,,,,,,,Walk-ins welcome,False,,,,(718) 298-5100,Personal ID is not required but may allow quicker access to services.,188,,Project Samaritan Health Services - Damian Family Care Center,Yes,NY,,10452
478,,260 Broadway,Bridging Access to Care,13+ (no parental consent required),Brooklyn,,4th Floor,BROOKLYN,True,All,9am-5pm,9am-5pm,,,9am-5pm,9am-5pm,9am-5pm,Walk-ins welcome,False,,,,347-505-5120,None,37,English,Bridging Access to Care - Broadway/Williamsburg,,NY,http://www.bac-ny.org/ny/index.php/about-us/office-locations/broadway-williamsburg,11211
479,,1894 Walton Avenue,The Institute for Family Health,13 and over. Parental consent not required.,Bronx,,,BRONX,True,,8:30 AM - 4:30 PM,8:30 AM - 7:30 PM,Adults only: Sat: 8:30 AM - 3:00 PM,CLOSED,10:00 AM - 4:30 PM,8:30 AM - 4:30 PM,8:30 AM - 4:30 PM,Walk-ins welcome,False,,,,(718) 583-3060,Personal ID is not required but may allow quicker access to services.,102,Spanish,IFH Walton Family Health Center,,NY,,10453
480,,4513 Manhattan College Parkway,Manhattan College,,Bronx,,,BRONX,False,,,,,,,,,,False,,,,(718) 862-8000,,476,,Manhattan College,,NY,,10463
481,,170 WILLIAM STREET,New York Presbyterian Hospital,,Manhattan,,,NEW YORK,False,,,,,,,,,,False,,,,(212) 312-5000,,541,,NYP - Lower Manhattan Hospital,,NY,http://nyp.org/facilities/lower-manhattan.html,10038
482,,1111 Amsterdam Ave,Mount Sinai Health System,,Manhattan,,,NEW YORK,False,,,,,,,,,,False,,,,212-523-4000,,205,,Mount Sinai - St. Luke's,,NY,,10025
483,,21 Audubon Avenue,Audubon Family Planning Center,13 to 19.,Manhattan,,,NEW YORK,True,,9:00 AM - 5:00 PM,8:00 AM - 8:30 PM,CLOSED,CLOSED,8:00 AM - 5:00 PM,8:00 AM - 7:30 PM,8:00 AM - 7:30 PM,Appointment preferred,True,,,,(866) 463-2778,,15,Spanish,Audubon Family Planning Center,,NY,http://www.youngmensclinic.org/,10032
484,,592 Rockaway Avenue,Brownsville Multi-Service Family Health Center,21 and over.,Brooklyn,Community Health Center offering HIV testing and other medical services. Information subject to change. Please call ahead.,,BROOKLYN,False,All,8:30 AM - 8:00 PM,8:30 AM - 8:00 PM,8:30 AM - 4:30 PM,10:30 AM - 2:30 PM,8:30 AM - 8:00 PM,8:30 AM - 8:00 PM,8:30 AM - 8:00 PM,Walk-ins welcome,True,Yes,Yes,"Most insurances accepted, copay may be applied",(718) 345-5000,Photo ID and proof of address. Documentation for payment may be required.,41,"English, Spanish, Haitian Creole",Brownsville Multi-Service Family Health Center - Main - Adult Medicine,Yes,NY,www.bmsfhc.wix.com/bms-family-health,11212
485,,1760 Westchester Avenue,Soundview,13 and over. Parental consent not required.,Bronx,,,BRONX,False,,8:30 AM - 5:30 PM,8:30 AM - 5:30 PM,8:30 AM - 1:00 PM,CLOSED,8:30 AM - 8:30 PM,8:30 AM - 8:30 PM,8:30 AM - 8:30 PM,Walk-ins welcome,False,,,,(718) 892-8474,Personal ID is not required but may allow quicker access to services.,656,,Soudnview Diallo Medical Center,Yes,NY,,10472
486,,2525 Kings Highway,New York Community Hospital,,Brooklyn,,,BROOKLYN,False,,,,,,,,,,False,,,,(718) 692-5300,,397,,New York Community Hospital,,NY,,11229
487,Medicaid is accepted as full payment; Uninsured may receive care at little or no cost depending on income; Medicare and other insurance plans will be contacted for payment approval and may require patient to cover costs.,1400 Pelham Parkway South,HHC Jacobi Medical Center,,Bronx,,,BRONX,True,,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,,True,Yes,Yes,"Some insurances accepted, copay may be applied",(718) 918-5000,,474,,HHC Jacobi Medical Center,Yes,NY,http://www.nyc.gov/html/hhc/jacobi/html/home/home.shtml,10461
488,,262 East 174th Street,Promesa,15 and over. Parental consent not required.,Bronx,,,BRONX,True,,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,CLOSED,CLOSED,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,Walk-ins welcome,False,,,,(718) 299-6910,Personal ID is not required but may allow quicker access to services.,191,Spanish,Promesa Claremont Family Health Center,,NY,,10457
489,,514 49th Street,NYU Lutheran Medical Center,,Brooklyn,,,BROOKLYN,False,,,,,,,,,,False,,,,(718) 431-2600,,210,,Sunset Terrace Family Health Center Lutheran Medical Center Hepatitis Services,,NY,,11220
490,,70 West Burnside Avenue,Morris Heights Health Center,,Bronx,,,BRONX,True,,8:00 AM - 7:00 PM,8:00AM - 8:00PM,8:00 AM - 7:00 PM,CLOSED,8:00 AM - 7:00 PM,8:00 AM - 7:00 PM,8:00 AM - 7:00 PM,Walk-ins welcome,True,,,,(718) 716-2229,Personal ID is required.,166,"Bengali, French, Haitian Creole, Hindi, Spanish",MHHC Women's Health Pavillion,,NY,http://www.mhhc.org/locations/womens-health-and-birthing-pavilion/,10453
491,,871 Prospect Avenue,Montefiore Medical Center,,Bronx,,,BRONX,True,,1:00 PM - 5:00 PM,8:30 AM - 5:30 PM,9:00 AM - 2:00 PM (Appointments Only),CLOSED,8:30 AM - 5:30 PM,8:30 AM - 5:30 PM,8:30 AM - 7:30 PM,Walk-ins welcome,False,,,,(718) 991-0605,Photo ID is required.,156,Spanish,Montefiore South Bronx Health Center for Children and Families,,NY,,10459
