"additional_information","address","agency_id","ages_served","borough","brief_description","building_floor_suite","city","free","genders_served","hours_friday","hours_monday","hours_saturday","hours_sunday","hours_thursday","hours_tuesday","hours_wednesday","intake","low_cost","medicaid","medicare","other_insurances","phone_number","required_documents","site_id","site_languages","site_name","sliding_fee","state","website","zip_code"
,"1456 Fulton Street","Bedford Stuyvesant Family Health Center","12 and over.","BROOKLYN","Community Health Center offering HIV testing and other medical services. Information subject to change. Please call ahead.",,"BROOKLYN","TRUE","All","8:00 AM - 4:00 PM","8:00 AM - 7:00 PM","8:00 AM - 4:00 PM","CLOSED","8:00 AM - 7:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","Appointment preferred","TRUE","Yes","Yes","Most insurances accepted, copay may be applied","(347)-334-0155","Photo ID preferred-- not necessary.","16","English, Spanish, French, American Sign Language, Urdu, Hindi, Creole, Arabic","Bedford Stuyvesant Family Health Center","Yes","NY","http://www.bsfhc.org/","11216"
,"413 E 120th St","HHC La Clinica del Barrio",,"MANHATTAN",,,"NEW YORK","FALSE",,,,,,,,,,"FALSE",,,,"(212) 410-7940",,"299",,"HHC La Clinica del Barrio",,"NY",,"10035"
,"349 East 149th Street","Planned Parenthood-New York City Chapter","All ages. Parental consent not required","BRONX","Community Health Center offering HIV testing and other medical services. Information subject to change. Please call ahead.","2nd Floor","BRONX","TRUE",,"8:00 AM - 6:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","CLOSED","8:00 AM - 6:30 PM","8:00 AM - 4:30 PM","8:00 AM - 6:30 PM","Appointment preferred","TRUE","Yes","Yes","Most insurances accepted, copay may be applied","(212) 965-7000","Personal ID","182","English; Spanish; Interpretation by telephone available for other languages.","Planned Parenthood The Bronx Center","Yes","NY","http://www.plannedparenthood.org/health-center/new-york/bronx/10451/the-bronx-center-2524-91110","10451"
,"1597 Unionport Road","The Institute for Family Health","13 and over. Parental consent not required.","BRONX",,,"BRONX","FALSE",,"8:30 AM - 5:30 PM","8:30 AM - 5:30 PM","CLOSED","CLOSED","8:30 AM - 5:30 PM","8:30 AM - 5:30 PM","8:30 AM - 5:30 PM","Walk-ins welcome","FALSE",,,,"(718) 822-1818","Personal ID is not required but may allow quicker access to services.","100",,"IFH Parkchester Family Practice","Yes","NY",,"10462"
,"203 Nostrand Ave.","The Pentecostal House of Prayer",,"BROOKLYN",,,"BROOKLYN","FALSE",,,,,,,,,,"FALSE",,,,,,"631",,"The Pentecostal House of Prayer",,"NY",,"11205"
,"880 Bergen Street","Interfaith Medical Center","13 and over.","BROOKLYN",,"2nd Floor","BROOKLYN","TRUE",,"8:30 AM - 4:30 PM","8:30 AM - 4:30 PM","CLOSED","CLOSED","8:30 AM - 4:30 PM","8:30 AM - 4:30 PM","8:30 AM - 4:30 PM",,"FALSE",,,,"(718) 613-7555","Personal ID is required.","109",,"Interfaith Medical Center - Primary Care Designated AIDS Treatment Center",,"NY",,"11238"
,"532 Broad Hallow Road Suite 137","Aureus Health Services",,,,,"MELVILLE","FALSE",,,,,,,,,,"FALSE",,,,,,"677",,"Aureus Health Services",,"NY","http://aureushealthservices.com/","11747"
,"1645 Grand Concourse","Bronx - Lebanon Hospital Center","14 and over. Parental consent not required.","BRONX",,"Apartment 1B","BRONX","FALSE",,"9:00 AM - 4:00 PM","9:00 AM - 4:00 PM","CLOSED","CLOSED","9:00 AM - 4:00 PM","9:00 AM - 4:00 PM","9:00 AM - 4:00 PM","Walk-ins welcome","FALSE",,,,"(718) 960-1480","Personal ID is not required but may allow quicker access to services.","23",,"Bronx - Lebanon HIV Testing Administrative Office","Yes","NY","http://www.bronxcare.org/","10452"
,"610 West 158th Street","Project STAY - Services to Assist Youth","13 and over.","MANHATTAN",,,"NEW YORK","TRUE",,"CLOSED","CLOSED","CLOSED","CLOSED","2:30 PM - 6:00 PM","CLOSED","CLOSED","Appointment preferred","TRUE",,,,"(646) 284-9739",,"190","Spanish","Project STAY - Services to Assist Youth",,"NY",,"10032"
,"40 Worth Street","Public Health Solutions",,"MANHATTAN",,"5th Floor","NEW YORK","FALSE",,,,,,,,,,"FALSE",,,,"646-619-6400",,"415",,"Public Health Solutions",,"NY",,"10013"
,,"Casa Esperanza para Mujeres y Ninos",,,,,"BROOKLYN","FALSE",,,,,,,,,,"FALSE",,,,,,"340",,"Casa Esperanza para Mujeres y Ninos",,,,
,"1070 Southern Boulevard","Urban Health Plan",,"BRONX",,,"BRONX","FALSE",,,,,,,,,,"FALSE",,,,,,"543",,"El Viejo San Juan - Administration",,"NY",,"10459"
"Medicaid is accepted as full payment; Uninsured may receive care at little or no cost depending on income; Medicare and other insurance plans will be contacted for payment approval and may require patient to cover costs.","1901 First Avenue","HHC Metropolitan Hospital Center",,"MANHATTAN",,,"NEW YORK","TRUE",,"24 Hours","24 Hours","24 Hours","24 Hours","24 Hours","24 Hours","24 Hours",,"TRUE","Yes","Yes","Some insurances accepted, copay may be applied","212-423-6262",,"301",,"HHC Metropolitan Hospital Center","Yes","NY","http://www.nyc.gov/html/hhc/mhc/html/home/home.shtml","10029"
,"138 East 26th Street","The City University of New York",,"MANHATTAN",,"Main Floor","NEW YORK","FALSE",,"9:30AM - 1:00PM; 2:00PM - 3:30PM","10:30AM - 2:00PM; 3:00PM - 7:00PM","CLOSED","CLOSED","9:30AM - 1:00PM; 2:00PM - 6:00PM","9:30AM - 1:00PM; 2:00PM - 6:00PM","10:30AM - 2:00PM; 3:00PM - 7:00PM","Walk-ins welcome","FALSE",,,,"646-312-2040",,"514",,"Baruch College",,"NY","http://www.baruch.cuny.edu/studentaffairs/healthServices.htm","10010"
,"50 Avenue X Rm 366","Council for Unity",,"BROOKLYN",,,"BROOKLYN","FALSE",,,,,,,,,,"FALSE",,,,,,"489",,"Council For Unity",,"NY",,"11223"
,,"First Zion AME Church",,,,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"712",,"First Zion AME Church",,,,
,"2100 White Plains Road","Montefiore Medical Center","0-21 years. Parental consent not required for ages 13 and over.","BRONX",,,"BRONX","FALSE",,"8:30 AM - 5:00 PM","8:30 AM - 7:00 PM","CLOSED","CLOSED","8:30 AM - 7:00 PM","8:30 AM - 7:00 PM","8:30 AM - 5:30 PM","Walk-ins welcome","FALSE",,,,"(718) 892-1626","Personal ID is not required but may allow quicker access to services.","159",,"Montefiore White Plains Road Clinic","Yes","NY",,"10462"
,"147-32 Jamaica Avenue","Choices Women's Medical Center",,"QUEENS",,,"JAMAICA","FALSE",,,,,,,,,,"FALSE",,,,"718-786-5000",,"598",,"Choices Women's Medical Center",,"NY","http://www.choicesmedical.com/","11435"
,,"Services for the Underserved",,,,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"426",,"Services for the Underserved",,,,
,"2 Washington St","Exponents","18 and over.","MANHATTAN","Community Based Organization offering HIV testing and otheservices. Information subject to change. Please call ahead.","4th Floor","NEW YORK","TRUE",,"9am-5pm","9am-5pm","10am-3pm","10am-3pm","9am-5pm","9am-5pm","9am-5pm","Walk-ins welcome","FALSE",,,,"(212) 243-3434","No","353","English, Spanish","Exponents",,"NY","http://www.exponents.org/","10004"
,"851 Grand Concourse","Office of the Bronx Borough President",,"BRONX",,"#301","BRONX","FALSE",,,,,,,,,,"FALSE",,,,"(718) 590-3500",,"406",,"Office of the Bronx Borough President",,"NY",,"10451"
,"384 E 149th St","Office of Dr. Jaime F. Roman",,"BRONX",,"Ste. 318","BRONX","FALSE",,,,,,,,,,"FALSE",,,,"(718) 402-6238",,"484",,"Office of Dr. Jaime F. Roman",,"NY",,"10462"
,,"Staten Island LGBT Community Center",,,,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"429",,"Staten Island LGBT Community Center",,,,
,"2300 Westchester Avenue","Montefiore Medical Center",,"BRONX",,,"BRONX","FALSE",,,,,,,,,,"FALSE",,,,"(718) 829-1900",,"145",,"Montefiore Bronx East Clinic",,"NY",,"10462"
,"470 East Fordham Road","Union Community Health Center","13 and over. Parental consent not required.","BRONX",,,"BRONX","FALSE",,"9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","CLOSED","CLOSED","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","Walk-ins welcome","FALSE",,,,"(718) 960-3805","Personal ID is not required but may allow quicker access to services.","226",,"Union Community Health Center Family Practice Site","Yes","NY",,"10458"
,"205 E 42nd Street","The City University of New York",,"MANHATTAN",,,"NEW YORK","FALSE",,,,,,,,,,"FALSE",,,,,,"577",,"CUNY Administration Office",,"NY","http://www.cuny.edu/about/administration.html","10017"
,"34-18 34th St.","Narco Freedom",,"QUEENS",,,"LONG ISLAND","FALSE",,,,,,,,,,"FALSE",,,,,,"557",,"Narco Freedom - 34th St.",,"NY",,"11101"
,"1751 Park Avenue","Bailey House",,"MANHATTAN",,,"NEW YORK","FALSE",,,,,,,,,,"FALSE",,,,"(212) 633-2500",,"332",,"Bailey House",,"NY","http://www.baileyhouse.org/","10035"
"Medicaid is accepted as full payment; Uninsured may receive care at little or no cost depending on income; Medicare and other insurance plans will be contacted for payment approval and may require patient to cover costs.","2094 Pitkin Avenue","HHC East New York Diagnostic and Treatment Center",,"BROOKLYN",,,"BROOKLYN","TRUE",,"8:30 AM - 4:00 PM","8:30 AM - 4:00 PM","8:30 AM - 4:00 PM","CLOSED","8:30 AM - 4:00 PM","8:30 AM - 4:00 PM","8:30 AM - 4:00 PM","Appointment required","TRUE","Yes","Yes","Some insurances accepted, copay may be applied","(718) 240-0400",,"293",,"HHC East New York Diagnostic and Treatment Center","Yes","NY","http://www.nyc.gov/html/hhc/html/about/About-HospServices-PrimaryPre-EastNY.shtml","11207"
,"800 Barretto Street","BronxWorks",,"BRONX",,,"BRONX","FALSE",,,,,,,,,,"FALSE",,,,"(718) 893-3606",,"30",,"BronxWorks Living Room",,"NY","http://www.bronxworks.org/","10474"
,"36 Richmond Terrace","Housing Works Housing Works",,"STATEN ISLAND",,"Suite 208","Staten Island","FALSE",,,,,,,,,,"FALSE",,,,,,"838",,"Staten Island Housing Program",,"NY",,"10301"
,"42-09 28th St.","NYC DOHMH",,"QUEENS",,,"LONG ISLAND CITY","FALSE",,,,,,,,,,"FALSE",,,,"(212) 639-9675",,"481",,"NYC DOHMH Transitional Health Care Coordination",,"NY",,"11101"
,"90 State Street","Community Health Care Association of New York State",,,,,"ALBANY","FALSE",,,,,,,,,,"FALSE",,,,"(518) 434-0767",,"471",,"Community Health Care Association of New York State",,"NY",,
,"Hofstra University, Hempstead,","North Shore LIJ",,"QUEENS",,,"QUEENS","FALSE",,,,,,,,,,"FALSE",,,,"516-463-6600",,"587",,"Hofstra North Shore LIJ School of Medicine",,"NY","http://medicine.hofstra.edu/","11549-1000"
,"2501 Jerome Avenue, Bronx","Monroe College",,"BRONX",,,"BRONX","FALSE",,,,,,,,,,"FALSE",,,,"(718) 933-6700",,"477",,"Monroe College",,"NY",,"10468"
,"2525 Kings Highway","New York Presbyterian Hospital",,"BROOKLYN",,,"BROOKLYN","FALSE",,,,,,,,,,"FALSE",,,,"718-692-5300",,"666",,"NYP - New York Community Hospital",,"NY","www.nych.com","11229"
,,"Hunts Point Multi-Service Center",,,,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"673",,"Hunts Point Multi-Service Center",,,"http://www.hpmsc.org/",
,"1543 Inwood Avenue","Help/PSI Primary Care Services","18 and over.","BRONX",,,"BRONX","FALSE",,"8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","CLOSED","CLOSED","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","Walk-ins welcome","FALSE",,,,"(718) 681-8700 x3400","Personal ID is not required but may allow quicker access to services.","95",,"Help - PSI Primary Care Services","Yes","NY",,"10452"
,"4 MetroTech Roadway","Brooklyn Community Pride Center",,"BROOKLYN",,,"BROOKLYN","FALSE",,,,,,,,,,"FALSE",,,,,,"499",,"Brooklyn Community Pride Center",,"NY",,"11201"
,"1720 Church Avenue","CAMBA (Church Avenue Merchants Block Association)",,"BROOKLYN",,"2nd Floor","BROOKLYN","FALSE",,,,,,,,,,"FALSE",,,,"718-287-2600",,"731",,"CAMBA (Church Avenue Merchants Block Association) - Administration Office",,"NY","http://www.camba.org/","11226"
,,"New York University",,,,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"611",,"New York University",,,"http://www.nyu.edu/",
,"429 W 127th St. 2nd Fl.","African Services Committee","14 and over.","MANHATTAN","Free rapid HIV testing-- no appointment necessary.",,"NEW YORK","TRUE","All","9:00am-4:00pm","9:00am-4:00pm","CLOSED","CLOSED","9:00am-4:00pm","9:00am-4:00pm","9:00am-4:00pm","Walk-ins welcome","FALSE",,,,"212-222-3882","Photo ID","12","English, French, Spanish, Bambara, Wulof, Amharic, Jula,","African Services Committee",,"NY","http://www.africanservices.org/","10027"
,"290 Lenox Ave.","Harlem United","18+","MANHATTAN","Community Based Organization offering HIV testing and other medical services. Information subject to change. Please call ahead.","Lower Level","NEW YORK","TRUE","Yes",,,,,"10am-2pm","10am-2pm","10am-2pm","Walk-ins welcome","FALSE",,,,"(212) 289-2378 ext. 1334","None","507","English, Spanish, French","Harlem United",,"NY",,"10027"
,"30-12 36th Avenue","Long Island City Health Center Clinic",,"QUEENS",,,"ASTORIA","FALSE",,,,,,,,,,"FALSE",,,,"(718) 392-8049",,"123",,"Long Island City Health Center Clinic",,"NY",,"11106"
,"36-11 21st Street","Community Healthcare Network","13 and over.","QUEENS","Community Health Center offering HIV testing and other medical services. Information subject to change. Please call ahead.",,"ASTORIA","TRUE","All","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","8:30 AM- 3:30 PM","CLOSED","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","Walk-ins welcome","TRUE",,,,"(718)-482-7772","Photo ID or similar documentation like paystub necessary. Proof of address, proof of income, list of medicines, past health records preferred","69","English, Spanish, Bengali, For more than 150 other languages we use our Language Line, a live telephone translation service.","Community Healthcare Network - Long Island City Health Center","Yes","NY","http://www.chnnyc.org/our-locations/long-island-city-health-center","11106"
,"85 West Burnside Avenue","Morris Heights Health Center","13 and over. Parental consent not required.","BRONX",,,"BRONX","TRUE",,"CLOSED","5:00 PM - 8:00 PM","CLOSED","CLOSED","CLOSED","CLOSED","8:30AM - 8:00PM","Walk-ins welcome","FALSE",,,,"(718) 716-4400","Personal ID is not required but may allow quicker access to services.","163","Spanish","MHHC 85 W Burnside",,"NY","http://www.mhhc.org/locations/85-west-burnside/","10453"
,,"Preferred Health Partners",,,,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"412",,"Preferred Health Partners",,,,
,"514 Bay Street","Project Hospitality",,"STATEN ISLAND",,,"STATEN ISLAND","TRUE",,,,,,"Walk in available: 9:00 AM - 1:00 PM","Walk in available: 9:00 AM - 5:00 PM",,"Walk-ins welcome","FALSE",,,,"(718) 876-7716","Clients under 18 must present a written consent signed by a parent or legal guardian.","187",,"Project Hospitality Walk-In Clinic",,"NY","http://www.projecthospitality.org/","10301"
,"937 Fulton Street","START Treatment & Recovery Centers","18 and over.","BROOKLYN",,,"BROOKLYN","FALSE",,"6:30 AM - 12:00 PM","6:30 AM - 12:00 PM","CLOSED","CLOSED","6:30 AM - 12:00 PM","6:30 AM - 12:00 PM","6:30 AM - 12:00 PM",,"FALSE","Yes",,"Most insurances accepted, copay may be applied","(718) 789-1212","Government ID is required.","643",,"START - Fort Greene","Yes","NY",,"11238"
,"530 Lenox Avenue","HHC Harlem Hospital - Family Planning Clinic",,"MANHATTAN",,,"NEW YORK","TRUE",,"9:00 AM - 5:00 PM","9:00 AM - 7:00 PM","CLOSED","CLOSED","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM",,"TRUE",,,,"(212) 935-8275",,"91",,"HHC Harlem Hospital - Family Planning Clinic",,"NY",,"10037"
,"312-320 East 94th Street","Mount Sinai Health System","13 and over.","MANHATTAN",,,"NEW YORK","TRUE",,"9:00 AM - 5:00 PM","9:00 AM - 4:30 PM","9:00 AM - 4:30 PM","CLOSED","12:30 PM - 5:00 PM","9:00 AM - 4:30 PM","9:00 AM - 4:30 PM","Walk-ins welcome","TRUE",,,,"(212) 423-2900","Photo ID is preferred.","170","Arabic, French, German, Russian, Spanish","Mount Sinai Adolescent Health Center",,"NY",,"10028"
,"535 East 70th Street","Hospital for Special Surgery",,"MANHATTAN",,,"NEW YORK","FALSE",,,,,,,,,,"FALSE",,,,"(212) 606-1000",,"374",,"Hospital for Special Surgery",,"NY",,"10021"
,"1766 Broadway","Family Services Network of New York",,"BROOKLYN",,,"BROOKLYN","FALSE",,,,,,,,,,"FALSE",,,,"(718) 573-3358",,"357",,"Family Services Network of New York",,"NY",,"11207"
,"3510 Johnson Avenue","Montefiore Medical Center","21 and over.","BRONX",,,"BRONX","FALSE",,"9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","CLOSED","CLOSED","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","Walk-ins welcome","FALSE",,,,"(718) 601-8205","Personal ID is not required but may allow quicker access to services.","155",,"Montefiore Riverdale Clinic","Yes","NY",,"10463"
,"1095 Flatbush Avenue","Brookdale University Hospital and Medical Center",,"BROOKLYN",,,"BROOKLYN","FALSE",,,,,,,,,,"FALSE",,,,"(718) 240-8800",,"31",,"Brookdale Family Care Center - Flatbush",,"NY","http://www.brookdalehospital.org/facilities/family-care-centers/bfcc-flatbush.html","11226"
,"2475 Saint Raymonds Avenue","New York Westchester Square Medical Center",,"BRONX",,,"BRONX","FALSE",,,,,,,,,,"FALSE",,,,"(718) 430-7300",,"400",,"New York Westchester Square Medical Center",,"NY",,"10461"
,"2640 Pitkin Ave","Housing Works Housing Works","Under 14 years - Parental Consent Necessary","BROOKLYN","Community Based Organization offering HIV testing and other medical services. Information subject to change. Please call ahead.",,"Brooklyn","TRUE","All","9:00 AM- 5:00 PM","9:00 AM- 5:00 PM",,,"9:00 AM- 5:00 PM","9:00 AM- 5:00 PM","9:00 AM- 5:00 PM","Walk-ins welcome","FALSE",,,,"718-827-8700",,"783","Spanish + Phone Translations are available","East New York Community Health Center",,"NY",,
,"416 West 127th Street","Heritage Health and Housing",,"MANHATTAN",,,"NEW YORK","FALSE",,,,,,,,,,"FALSE",,,,"(212) 866-2600",,"371",,"Heritage Health and Housing",,"NY",,"10027"
"Medicaid is accepted as full payment; Uninsured may receive care at little or no cost depending on income; Medicare and other insurance plans will be contacted for payment approval and may require patient to cover costs.","1225 Gerard Avenue","HHC Morrisania Diagnostic and Treatment Center",,"BRONX",,,"BRONX","TRUE",,"9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","CLOSED","CLOSED","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","Appointment required","TRUE","Yes","Yes","Some insurances accepted, copay may be applied","(718) 960-2777",,"168",,"HHC Morrisania Diagnostic and Treatment Center","Yes","NY","http://www.nyc.gov/html/hhc/html/about/About-HospServices-PrimaryPre-Morrisania.shtml","10452"
,,"Sisterlink",,,,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"617",,"Sisterlink",,,,
,"3448 Boston Road","Montefiore Medical Center",,"BRONX",,,"BRONX","FALSE",,,,,,,,,,"FALSE",,,,"(718) 547-6111",,"160",,"Montefiore Williamsbridge Family Practice",,"NY",,"10469"
,"804 East 138th Street","Albert Einstein College of Medicine","18 and over.","BRONX",,,"BRONX","FALSE",,"6:00 AM - 7:00 PM","6:00 AM - 7:00 PM","8:30 AM - 11:30 AM","CLOSED","6:00 AM - 7:00 PM","6:00 AM - 7:00 PM","6:00 AM - 7:00 PM","Walk-ins welcome","FALSE",,,,"(718) 665-7500","Personal ID is not required but may allow quicker access to services.","11",,"AECOM Wellness Center at Port Morris","Yes","NY","http://www.einstein.yu.edu/departments/psychiatry-behavioral-sciences/dosa.aspx?id=4708","10454"
,,"NYC DOHMH",,"STATEN ISLAND",,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"834",,"Gotham Center-Staten Island",,,,
,,"Vanderveer Park United Methodist Church",,,,,,"FALSE",,,,,,,,,,"FALSE",,,,"718-434-3741",,"708",,"Vanderveer Park United Methodist Church",,,,
,"821-7 East 233rd Street","Soundview","13 and over. Parental consent not required.","BRONX",,,"BRONX","FALSE",,"8:30 AM - 5:30 PM","8:30 AM - 5:30 PM","8:30 AM - 1:00 PM","CLOSED","8:30 AM - 8:30 PM","8:30 AM - 8:30 PM","8:30 AM - 8:30 PM","Walk-ins welcome","FALSE",,,,"(718) 547-4574","Personal ID is not required but may allow quicker access to services.","655",,"Soundview Delany Sisters Medical Center","Yes","NY",,"10466"
,"613 Throop Avenue","SUNY Downstate Medical Center Suny Downstate Medical Center","13 to 24. Parental consent not required.","BROOKLYN",,"Ground Floor","BROOKLYN","TRUE",,"9:00 AM - 5:00 PM","1:00 PM - 5:00 PM","CLOSED","CLOSED","CLOSED","1:00 PM - 5:00 PM","CLOSED","Appointment required","FALSE",,,,"(718) 602-6200","Personal ID is not required but may allow quicker access to services.","212",,"SUNY Downstate Medical Center - HEAT Program - Faces Network - Throop Avenue",,"NY",,"11233"
,"81 West 115th Street","Community Healthcare Network","13 and over.","MANHATTAN","Community Health Center offering HIV testing and other medical services. Information subject to change. Please call ahead.",,"NEW YORK","TRUE","All","9:00AM - 5:00PM","9:00AM - 5:00PM","9:00AM - 4:00PM","CLOSED","9:00AM - 5:00PM","9:00AM - 5:00PM","9:00AM - 7:00PM","Walk-ins welcome","TRUE",,,,"(212)-426-0088","Photo ID or similar documentation like paystub necessary. Proof of address, proof of income, list of medicines, past health records preferred","67","English, Spanish, For more than 150 other languages using the Language Line, a live telephone translation service.","Community Healthcare Network - Helen B Atkinson Health Center","Yes","NY","http://www.chnnyc.org/our-locations/helen-b-atkinson-health-center","10026"
,,"NYC DOHMH",,,,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"403",,"NYC DOHMH TB Control",,,,
,,"NYC DOHMH",,"QUEENS",,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"832",,"Gotham Center-Queens",,,,
,,"National Black Leadership Commission on AIDS",,"STATEN ISLAND",,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"831",,"NBLCA- Staten Island",,,,
,"1621 Eastchester Road","Montefiore Medical Center",,"BRONX",,"2nd Floor","BRONX","FALSE",,,,,,,,,,"FALSE",,,,"(718) 405-8040",,"147",,"Montefiore Comprehensive Family Care Center - Eastchester",,"NY",,"10461"
,"475 Seaview Ave","North Shore LIJ",,"STATEN ISLAND",,,"STATEN ISLAND","FALSE",,,,,,,,,,"FALSE",,,,"(718) 226-9000",,"431",,"Staten Island University Hospital",,"NY",,"10305"
,,"Visiting Nurse Service of New York",,,,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"447",,"Visiting Nurse Service of New York",,,,
,"2027 Strauss St.","Purpose for Life",,"BROOKLYN",,,"BROOKLYN","FALSE",,,,,,,,,,"FALSE",,,,,,"715",,"Purpose for Life",,"NY",,"11212"
,"137-50 Jamaica Ave","Damian Family Health Centers",,"QUEENS",,,"Jamaica","FALSE",,,,,,,,,,"FALSE",,,,"(718)298-5100",,"774",,"Damian Family Care Centers",,"NY","www.damianfcc.org/","11435"
,"209 Joralemon St","Brooklyn Borough Hall",,"BROOKLYN",,,"BROOKLYN","FALSE",,"9:00AM - 5:00PM","9:00AM - 5:00PM",,,"9:00AM - 5:00PM","9:00AM - 5:00PM","9:00AM - 5:00PM",,"FALSE",,,,"(718) 802-3700",,"758",,"Brooklyn Borough Hall",,"NY","http://brooklyn-usa.org/","11201"
,,"Network of Angels",,,,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"396",,"Network of Angels",,,,
,"125 Worth Street","HHC Central",,"MANHATTAN",,,"NEW YORK","FALSE",,,,,,,,,,"FALSE",,,,"(212) 442-3853",,"525",,"HHC Central",,"NY",,"10013"
,"801 Amsterdam Avenue","William F. Ryan Community Health Network",,"MANHATTAN",,,"NEW YORK","FALSE",,"8:30 am - 4:30 pm","8:30 am - 7:00 pm","9:30 am- 1:00 pm",,"8:30 am - 7:00 pm","8:30 am - 4:30 pm","8:30 am - 4:30 pm",,"TRUE",,,,"212-316-8300","Photo ID is required.","519",,"Ryan Women and Children's Center",,"NY","http://www.ryancenter.org/find.htm","10025"
,"760 East 160th Street","Argus Community",,"BRONX",,,"BRONX","FALSE",,,,,,,,,,"FALSE",,,,,,"660",,"Argus Community",,"NY","http://www.arguscommunity.org/",
,"446 West 33rd Street,","GMHC",,"MANHATTAN",,,"NEW YORK","FALSE",,,,,,,,,,"FALSE",,,,,,"614",,"Gay Mens Health Crisis",,"NY",,"10001"
,"4196 Park Avenue","Promesa","15 and over. Parental consent not required.","BRONX",,,"BRONX","TRUE",,"9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","CLOSED","CLOSED","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","Walk-ins welcome","FALSE",,,,"(718) 466-1574","Personal ID is not required but may allow quicker access to services.","192","Spanish","Promesa Park Avenue Family Health Center",,"NY",,"10457"
,"57 Willoughby St","Housing Works Housing Works","18 and over","BROOKLYN","Community Based Organization offering HIV testing and other medical services. Information subject to change. Please call ahead.","Basement","BROOKLYN","TRUE","All","10:00 AM- 4:00 PM","10:00 AM- 4:00 PM",,,"10:00 AM- 4:00 PM","10:00 AM- 4:00 PM","10:00 AM- 4:00 PM","Walk-ins welcome","FALSE",,,,"(347)-473-7400","no","376","Spanish","Housing Works",,"NY",,"11201"
,,"New York State Health Department",,"MANHATTAN",,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"816",,"Manhattan Coalition",,,,
,"89-56 162nd Street","Damian Family Health Centers",,"QUEENS",,,"Jamaica","FALSE",,,,,,,,,,"FALSE",,,,"(347)505-7000",,"775",,"Damian Family Care Ceters - Firehouse Health Center",,"NY",,"11432"
,"3230 Bainbridge Avenue","Montefiore Medical Center",,"BRONX",,,"BRONX","FALSE",,,,,,,,,,"FALSE",,,,"718-882-5482",,"764",,"The Oval Center at Montefiore",,"NY","http://www.montefiore.org/std","10467"
,"22-15 43rd Avenue Long Island City, NY 11101-3852","Steinway Child and Family Services",,"Queens",,,"LONG ISLAND CITY","FALSE",,,,,,,,,,"FALSE",,,,"718-389-5100",,"627",,"Steinway Child and Family Services",,"NY","http://www.steinway.org/","11101-3852"
,"259 Bristol Street","Brownsville Multi-Service Family Health Center","18 and over.","BROOKLYN","Community Health Center offering HIV testing and other medical services. Information subject to change. Please call ahead.",,"BROOKLYN","FALSE","All","8:30 AM - 4:30 PM","8:30 AM - 4:30 PM","CLOSED","CLOSED","8:30 AM - 7:00 PM","8:30 AM - 4:30 PM","8:30 AM - 4:30 PM","Walk-ins welcome","TRUE","Yes","Yes","Most insurances accepted, copay may be applied","(718) 345-5000 ext. 4719","Photo ID and proof of address. Documentation for payment may be required.","43","English, Spanish, Haitian Creole","Brownsville Multi-Service Family Health Center - Institute for Speciality and Integrative Services","Yes","NY","www.bmsfhc.wix.com/bms-family-health","11212"
,"34 Spring Street","HHC Judson Health Center",,"MANHATTAN",,,"NEW YORK","FALSE",,,,,,,,,,"FALSE",,,,"(212) 925 - 5000",,"297",,"HHC Judson Health Center",,"NY",,"10012"
,,"HHC Lenox Avenue",,,,,,"FALSE",,,,,,,,,,"FALSE",,,,"(212) 678-8420",,"300",,"HHC Lenox Avenue",,,,
,"574 Madison Street","Cornerstone Baptist Church",,"BROOKLYN",,,"BROOKLYN","FALSE",,,,,,,,,,"FALSE",,,,"(718) 574-5900",,"706",,"Cornerstone Baptist Church",,"NY",,"11221"
